youtube_id,channel,title,publishedAt,description,url
CrLOoEqEbgQ,Компьютерные науки,008. Политическая поляризация в поисковых логах и Твиттере - Ingmar Weber,2014-11-21T14:05:54.000Z,"Ингмар рассказал о недавних исследованиях политической поляризации пользователей в США на основе поисковых логов Yahoo! и Твиттера.

Для анализа поисковых логов Ингмар вместе с группой исследователей берут несколько известных политических блогов и вручную сортируют их в соответствии с политической ориентацией. Затем они классифицируют поисковые запросы — смотрят, какие результаты в поисковой выдаче в ответ на тот или иной политический запрос пользователи выбирают чаще. Например, по запросу [repeal obamacare] («отменить реформу медстрахования президента Обамы»), пользователи чаще всего выбирают правые блоги — и такие запросы классифицируются как правые. Чтобы анализ политического пространства поиска получился более полным, все запросы также соотносятся с материалами Википедии и проверенными утверждениями с сайта politifact.com. Демо-версия проекта доступна здесь: http://politicalsearchtrends.sandbox.yahoo.com/

Для Твиттера Ингмар и группа исследователей берут за отправную точку пользователей с известной политической позицией — к примеру, @BarackObama и @MittRomney. Исследователи исходят из того, что те, кто ретвитит этих пользователей, придерживаются тех же политических взглядов. Затем анализируется, какими хэштэгами пользуются люди с определенной политической позицией, и классифицируем хэштэги по политическому принципу. Так можно выяснить, например, что хэштэг #obamacare — преимущественно правый, а хэштег #obamacares — левый. Цель исследования — распознать и объяснить изменения в политической поляризации, когда, например, хэштеги внезапно становятся из правых левыми и наоборот. Обычно это происходит в результате действий «налетчиков», которые участвуют в «войне хэштэгов». Демо-версия проекта будет продемонстрирована во время доклада.

Ингмар выражает благодарность Кирану Гаримелле, Эрику Борре и Асмелашу Теке, которые внесли значительный вклад в представленные исследования.",https://www.youtube.com/watch?v=CrLOoEqEbgQ
OMIBG_V4GRo,Компьютерные науки,"077. От исследований к продакшену: TDD, CRISP DM, контроль версий – Арсений Анисимович",2018-11-19T19:31:53.000Z,"- Как организовать эффективное взаимодействие бизнеса, разработчиков и DS?
- Как версионировать данные и возможно ли это?
- Существует ли test driven development в Data Science?
- Как (можно) хранить модели и состояния датасетов?

* 21 октября 2018 г. в московском офисе Яндекса прошла встреча сообщества Open Data Science. Мы испытали новый формат: программа не была определена заранее, а составлялась по запросам аудитории.
Мы собрали больше 500 заявок от участников и ответили на самые популярные и интересные вопросы. 

Арсений Анисимович
MS в области обработки естественного языка (NLP). Lead Research Scientist в компании QL Tech и Machine Learning Engineer в Brave Software. Опыт в анализе данных, 9 лет, включая сферы семантического поиска, вопросно-ответных систем, систем рекомендации и обучения с подкреплением.

Скачать слайды: https://yadi.sk/i/Ggt20PW360Ogfg

Посмотреть записи других выступлений можно на странице мероприятия: https://events.yandex.ru/events/ds/21-oct-2018/",https://www.youtube.com/watch?v=OMIBG_V4GRo
r5bwNDngKJ0,Компьютерные науки,003. Функции быстрой сортировки и сортировки слиянием - М. А. Бабенко,2014-11-13T09:34:30.000Z,Курс «Алгоритмы и структуры данных поиска»,https://www.youtube.com/watch?v=r5bwNDngKJ0
Jx7Un89Lvg8,Компьютерные науки,004. Поиск редких событий  Пример анализа данных в физике высоких энергий   Андрей Устюжанин,2016-09-29T10:05:08.000Z,,https://www.youtube.com/watch?v=Jx7Un89Lvg8
McoPO9ao4QU,Компьютерные науки,008. Statistics of a random graph in the Bollobas-Borgs-Chayes-Riordan model - Evgeny Grechnikov,2014-11-17T18:04:51.000Z,"We study the model of directed random graphs introduced by Bollobas, Borgs, Chayes and Riordan: at each time step, either a new edge between two existing vertices is added or a new vertex with one incoming or outcoming edge is created. In each case, existing vertices are selected using preferential attachment. We significantly improve results on the distribution of incoming and outcoming degrees in that model. Moreover, we study the distribution of the random variable X(d_1,d_2) which is equal to the total number of edges of G(t) drawn from some vertex of out-degree d_1 to some vertex of in-degree d_2.",https://www.youtube.com/watch?v=McoPO9ao4QU
-FkyT4I43aI,Компьютерные науки,Spatial Preferential Attachment Model   Pawel Pralat,2016-07-05T07:02:16.000Z,,https://www.youtube.com/watch?v=-FkyT4I43aI
iGeXNv4n-iw,Компьютерные науки,009. CRAYFIS: поиск космических лучей ультравысоких энергий — Максим Борисяк,2016-09-27T13:13:43.000Z,,https://www.youtube.com/watch?v=iGeXNv4n-iw
RZtpyp2hkO0,Компьютерные науки,044. Искусственный интеллект без ошибок  — Эмели Драль,2017-12-18T13:18:43.000Z,"Можно ли избежать ошибок при работе над проектом с использованием искусственного интеллекта и машинного обучения? Часто проблема кроется в том, что представители бизнеса и науки неверно понимают друг друга. Это приводит к неправильной постановке задачи, некорректному ходу эксперимента и многим другим неприятностям. Эмели Драль применяла технологии искусственного интеллекта для решения десятков задач в реальном бизнесе. Она научит вас обнаруживать в задачах подводные камни и расскажет, какие вопросы должен задать себе специалист по data science, чтобы обеспечить успех проекта.",https://www.youtube.com/watch?v=RZtpyp2hkO0
zJINlVAmmyE,Компьютерные науки,Запись прямой трансляции OWASP Russia Meetup,2018-03-05T20:03:31.000Z,"В московском офисе Яндекса пройдёт очередной OWASP Russia Meetup — встреча российского отделения сообщества, на которой соберутся специалисты по информационной безопасности.

OWASP (Open Web Application Security Project) объединяет крупные компании, образовательные организации и частных лиц со всего мира. Участники сообщества пишут статьи и учебные пособия, создают документацию, инструменты и технологии. Все разработки OWASP есть в открытом доступе.

На этот раз темой для обсуждения станет построение цикла разработки безопасных приложений (SDLC). Докладчики поделятся опытом построения SDLC в больших компаниях и расскажут о реальных примерах внедрения контролей ИБ. В конце встречи состоится круглый стол.

Программа:
19:00      Блеск и нищета SAST (Андрей Ковалёв, Яндекс)
19:30      Хочешь SDLC? Научись программировать! (Иван Ёлкин, Qiwi)
20:00 Перерыв  
20:15 SDLC, Bug Bounty и разбор фильтров (Сергей Белов, Mail.Ru Group)
20:45 Круглый стол",https://www.youtube.com/watch?v=zJINlVAmmyE
xdy9LpQ3FlY,Компьютерные науки,012. Goal-Oriented диалоговые движки — Евгений Волков,2016-12-12T08:56:20.000Z,"Евгений Волков, руководитель группы разработки голосовых интерфейсов для приложений и чат-ботов Яндекса, рассказывает, как сейчас устроены goal-oriented диалоговые движки — так называют движки, предназначенные для решения конкретных задач пользователей (заказать такси, забронировать гостиницу и т. д.) Что получается, какие бывают проблемы, какие задачи предстоит решить.",https://www.youtube.com/watch?v=xdy9LpQ3FlY
ncjRsNE-8fg,Компьютерные науки,013. Patterns of Interaction in Advanced Computer-Assisted Translation - Dr. Michael Carl,2014-11-19T11:04:44.000Z,"Despite the improved quality of machine translation (MT) in recent years, the produced texts are often not good enough for information dissemination. MT output is therefore geared towards human post-editing. In this talk I will present CasMaCat, an advanced interactive computer-assisted translation workbench, with extensive logging of user behaviour including eye tracking. I will present the CasMaCat technology, an experimental evaluation, and an experimental extension of CasMaCat, which also accepts spoken language input.",https://www.youtube.com/watch?v=ncjRsNE-8fg
j1L2FnanXPo,Компьютерные науки,Запись трансляции семинара сообщества Deep Learning Moscow,2016-05-17T20:31:55.000Z,"В офисе Яндекса пройдет семинар сообщества Deep Learning Moscow по анализу данных и машинному обучению. Приглашаем к участию всех, кто интересуется машинным обучением и обучением с подкреплением (Reinforcement Learning). В программе — два доклада и общение в неформальной обстановке. Темы для обсуждения также две:

1. Методы получения информации о форме и внутренней размерности входных данных, связь со структурой нейронной сети в задаче классификации.

2. Последние направления в обучении с подкреплением: улучшение сходимости алгоритмов Q-learning и работа с непрерывным пространством действий.

Встреча пройдёт на русском языке, презентации в докладах на английском.

Страница мероприятия: https://events.yandex.ru/events/yagosti/17-may-2016/",https://www.youtube.com/watch?v=j1L2FnanXPo
pJtFNLXoHVs,Компьютерные науки,003. Критические классы для алгоритмических задач на графах – Д.С. Малышев,2015-04-10T12:07:57.000Z,,https://www.youtube.com/watch?v=pJtFNLXoHVs
5PN83s-5eXw,Компьютерные науки,081. Применение машинного обучения в страховании – Фрэнк Шихалиев,2018-11-19T19:56:05.000Z,"Страховая отрасль всегда была достаточно консервативна, к тому же в финансовом секторе в России банки опередили страхование по развитию на десятилетия. Но последние годы многие страховые компании инвестируют в цифровизацию и развитие анализа данных наравне с технологичными отраслями. Докладчик расскажет про то, какие проекты можно и нужно делать, как избежать классических ошибок, какую пользу проекты приносят или принесут в будущем, как оценивать эффект от внедрений и поделится идеями для желающих попробовать себя в этой открывающейся для новых способов анализа данных отрасли.

Доклад будет интересен менеджерам и новичкам в машинном обучении и анализе данных.

Фрэнк Шихалиев
Руководитель направления анализа данных MindSet. Окончил МФТИ и НИУ ВШЭ. Более 9 лет помогал компании «Ренессанс Страхование» повышать эффективность бизнес-процессов (в т. ч. в андеррайтинге, тарификации, управлении рисками, hr, урегулировании убытков) с помощью автоматизации и повышения точности решений на основе технологий Machine Learning. С 2015 года курировал развитие применений углубленной аналитики, занимался вопросами внутренних продаж кейсов, создания культуры инноваций, перестроения структуры организации для скорейшего вывода в бой аналитических продуктов.

Скачать слайды: https://yadi.sk/i/g0p9hzHI5h9AyA

Посмотреть записи других выступлений можно на странице мероприятия: https://events.yandex.ru/events/ds/21-oct-2018/",https://www.youtube.com/watch?v=5PN83s-5eXw
eC3i_r55mJg,Компьютерные науки,020.  Логические алгоритмы классификации.  Взвешенное голосование -  К. В.  Воронцов,2014-11-05T18:37:30.000Z,"Курс ""Машинное обучение""",https://www.youtube.com/watch?v=eC3i_r55mJg
EioJ902VCmk,Компьютерные науки,018. Методы обучения ранжированию - К.В. Воронцов,2014-12-22T14:00:38.000Z,"Курс ""Машинное обучение"" является одним из основных курсов Школы, поэтому он является обязательным для всех студентов ШАД.

Лектор: Константин Вячеславович Воронцов, старший научный сотрудник Вычислительного центра РАН. Заместитель директора по науке ЗАО ""Форексис"". Заместитель заведующего кафедрой «Интеллектуальные системы» ФУПМ МФТИ. Доцент кафедры ""Математические методы прогнозирования"" ВМиК МГУ. Эксперт компании ""Яндекс"". Доктор физико-математических наук.

Программу курса можно посмотреть по ссылке: http://shad.yandex.ru/program/machine_learning.xml",https://www.youtube.com/watch?v=EioJ902VCmk
17aRczhTpC4,Компьютерные науки,025. Свободный микрофон — модератор Алексей Натекин,2016-10-07T09:30:33.000Z,,https://www.youtube.com/watch?v=17aRczhTpC4
7NrJX62TLEs,Компьютерные науки,004. Evaluation Multi-Query Sessions - Evangelos Kanolulas,2014-11-24T18:51:27.000Z,"There is great interest in producing effectiveness measures that model user behavior in order to better model the utility of a system to its users. These measures are often formulated as a sum over the product of a discount function of ranks and a gain function mapping relevance assessments to numeric utility values. We develop a conceptual framework for analyzing such effectiveness measures based on classifying members of this broad family of measures into four distinct families, each of which reflects a different notion of system utility. This is a theory of model-based measures within which we can hypothesize about the properties that such a measure should have and test those hypotheses against user and system data.

After presenting a theory, we turn to modeling complex user behavior: query reformulations. Real users often begin an interaction with a search engine with a sufficiently under-specified query that they will need to reformulate before they find what they are looking for. We consider the problem of evaluating retrieval systems over test collections of multi-query sessions. We propose two families of measures: a model-free family that makes no assumption about the user's behavior over a session, and a model-based family with a simple model of user interactions over the session. In both cases we generalize traditional evaluation metrics such as average precision to multi-query session evaluation. We demonstrate the behavior of the proposed metrics by using the new TREC 2010 Session track collection and simulations over the TREC-9 Query track collection.",https://www.youtube.com/watch?v=7NrJX62TLEs
mDFf7W8O_kU,Компьютерные науки,025. Sberbank Data Science Contest (предсказание суммарных трат) – Александр Желубенков,2016-11-24T12:52:31.000Z,,https://www.youtube.com/watch?v=mDFf7W8O_kU
S5uzxbtNhtQ,Компьютерные науки,017. CIKM Cup 2016 Track 2 Personalized E Commerce Search Challenge — Дмитрий Никитко,2016-10-14T08:33:22.000Z,,https://www.youtube.com/watch?v=S5uzxbtNhtQ
Jtg8OMPJF4o,Компьютерные науки,13. Learning from weak supervision. Masashi Sugiyama,2017-08-03T10:25:07.000Z,"Deep Learning: Theory, Algorithms, and Applications. Berlin, June 2017 

The workshop aims at bringing together leading scientists in deep learning and related areas within machine learning, artificial intelligence, mathematics, statistics, and neuroscience. No formal submission is required. Participants are invited to present their recently published work as well as work in progress, and to share their vision and perspectives for the field. 

http://doc.ml.tu-berlin.de/dlworkshop2017/",https://www.youtube.com/watch?v=Jtg8OMPJF4o
E15KN8_hpcE,Компьютерные науки,010. Математическая составляющая — Николай Андреев,2016-11-21T11:34:57.000Z,"Интерактивная лекция посвящена математической составляющей крупнейших достижений цивилизации и математической «начинке» привычных вещей. О роли математики в повседневной жизни рассказывает Николай Андреев — кандидат физико-математических наук, заведующий лабораторией популяризации и пропаганды математики Математического института им. В.А. Стеклова РАН.",https://www.youtube.com/watch?v=E15KN8_hpcE
pjbsZ_ymuUw,Компьютерные науки,Approximation of Causal Dependences by Structural Regression Equations - Vyacheslav Teterin,2015-10-27T12:08:28.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

Structural regression (linear) model is a system of regression equations
with the graph of relations between variables a prior declared. The graph
presents our knowledge (or assumption) about local dependencies among
variables.

Example from metallurgy [1]. We used quality formation process of metal
rolling as a base for modeling using structural regression (quality knowledge
allows us to build a correspondent causal graph).

There are two approaches to estimate structural regression: statistical [2-
5] and approximating [6].

We will focus only on the second one for three reasons:
1) it is richer for tools development and simpler for result interpretation,
2) it requires fewer prior assumptions,
3) it is not as popular as the statistical approach.

All methods in this approach focus on reaching the best approximation
of dependencies among input and output variables in a linear class of
functions in the least square sense with different kinds of restricted conditions,
determined by a given causality graph.

Computational efficiency is achieved ?by tricks? by reducing? the initial
hard objective function [7] to a series of simple criteria that don’t produce
a solution equivalent to the original function, but a very close one in practice
[8,9].

Causality analysis based on structural regression originated in psychology
in the 1930s and moved into econometrics in the 1960s. Now it is ready to
be considered as an abstract approach for causality study in general and
applied in a wide range of areas [10,11]. In this talk we will illustrate the
general approach using an example from metallurgy and demonstrate the
abstract power of this approach for industrial applications.

To conclude, we will talk about the ways to solve the problem of estimating
both the weights on edges of a given causal graph from data and the
graph itself [12,13].

Reference list:
1. Teterin V.G. (1985), “Some Issues of the Development of Statistical
Models to Predict and Control the Quality of Metallurgical Products”,
Some Questions of Application of computer science in Metallurgy, (MIS&S,
Scientific papers), Moscow, Metallurgy, 85-98.
2. GoIdberger A. S. (1964), Econometric theory, New York: Wiley.
3. Fisher F.M. (1966), The Identification Problem In Econometrics, McGraw-
Hill Book Company.
4. Malinvaud E. (2000), Statistical Methods of Econometrics (Studies in mathematical
and managerial economics), 2nd edition, Elsevier Science Ltd.
5. Wooldridge J. M. (2012), Introductory Econometrics: A Modern Approach
(Upper Level Economics Titles), 5th Edition, South-Western College Pub.
6. Braverman E.M., Muchnik I.B., Chernyavskiy L.A. (1979),“An Approximating
Approach to Solution of Sets of Structural Regression Equations”,
Automation and Remote Control, 11, 120-128.
7. Teterin V.G. (1983), ”An Iteration Algorithm for Minimizing the Approximating
Functional of Structural Equation Set”, Automation and Remote
Control, 12, 95-102.
8. Muchnik I.B. and V.G.Teterin (1982), “Comparative Analysis of Methods
of Estimation of the Coefficients of the Structural Equations” Algorithms
for Data Analysis of Social and Economic Researches, Novosibirsk, IEIE SB
RAS Pub, 52-89.
9. Teterin V.G. (1985), “To Develop Estimation Algorithms for Overidentified
Structural Models”, Some Questions of Application of computer science
in Metallurgy, (MIS&S, Scientific papers), Moscow, Metallurgy, 15-21.
10. Teterin V.G. (1984), ” The Design Principles of Algorithms for the
Estimation of Structural Regression Models”, Methods for the Complex
Systems Studies, Proceedings of the Young Scientists Conf., Moscow, The
Institute for System Studies, 52-58.
11. Teterin V.G. (1985), “Identifiability Criteria of Structural Models with
Linear Constraints of a General Form on the Coefficients” Automation and
Remote Control, 2, 130-138.
12. Teterin V.G. (1986), “Modeling of Technological Processes in Terms of
Unobserved State Variables”, The Theory of Control Systems and its Application
in Metallurgical Production, (MIS&S, Scientific papers), Moscow,
Metallurgy, 102-107.
13. Teterin V.G. “The identification of structural models with incomplete
information”, Unpublished paper.",https://www.youtube.com/watch?v=pjbsZ_ymuUw
yTMcZ1Ly8Jk,Компьютерные науки,043. Как технологии меняют юридическую сферу — Николай Тюрников,2017-11-02T12:50:25.000Z,"Рассказ об отрасли legal tech, ставящей современные технологии на службу адвокатам и юрисконсультам. Компании и государственные структуры вовсю используют анализ больших данных в юриспруденции: например, машины консультируют и предсказывают исходы судебных тяжб.",https://www.youtube.com/watch?v=yTMcZ1Ly8Jk
wCuRPykI9y8,Компьютерные науки,"049.  NIPS, будущее и хайп –  Павел Мезенцев, Андрей Киселев",2017-12-20T15:19:46.000Z,Короткие интервью о прошедшей конференции NIPS-2017.,https://www.youtube.com/watch?v=wCuRPykI9y8
WaF8oJCbv6Q,Компьютерные науки,"Запись рансляции ML тренировки 23.09.17 | Хакатон по метеорологии, Udacity self-driving car",2017-09-23T11:24:55.000Z,"Разбор решений и награждение победителей хакатона по метеорологии

Али Алиев — Udacity/Didi self-driving car challenge, 4 место

Илья Шимчик — Udacity/Didi self-driving car challenge, 2 место

Каждые две недели в Яндексе проходят тренировки по машинному обучению. Эти встречи помогают участникам конкурсов в сфере анализа данных пообщаться и обменяться опытом.
Мероприятия состоят из практической части и докладов. Задачи для первой берутся с Kaggle и других схожих площадок. С докладами выступают успешные участники последних соревнований — рассказывают о своих решениях и о том, какие техники и методы использовали их конкуренты.
Мероприятие состоится в конференц-зале «Мулен Руж» с 12:00 до 15:00. Мы ждём опытных и начинающих участников конкурсов по машинному обучению.",https://www.youtube.com/watch?v=WaF8oJCbv6Q
NOrD_bfgTnE,Компьютерные науки,016.  Оценки обобщающей способности -  К. В.  Воронцов,2014-11-05T19:08:09.000Z,"Курс ""Машинное обучение""",https://www.youtube.com/watch?v=NOrD_bfgTnE
SGBy3mhSHTI,Компьютерные науки,"001. Approximate On-line Palindrome Recognition, and Applications - Amihood Amir",2014-10-31T14:18:55.000Z,,https://www.youtube.com/watch?v=SGBy3mhSHTI
l3QrQWMRqkA,Компьютерные науки,001. Алексей Натёкин — Data Fest Teaser,2016-08-29T15:50:02.000Z,"10 и 11 сентября 2016 г. в московском офисе Яндекса пройдет Data Fest - крупнейшее событие для специалистов в области data science. 
В течение двух дней участников ожидают насыщенная программа, выступления более 30 докладчиков, плодотворная атмосфера для общения и нетворкинга.
Мы будем вести онлайн-трансляцию специально для тех, кто не сможет попасть на мероприятие.
Программа конференции и регистрация по ссылке: https://events.yandex.ru/events/ds/10-11-sept-2016/.",https://www.youtube.com/watch?v=l3QrQWMRqkA
wUZ9PLbHeyE,Компьютерные науки,017. Знакомство с MatrixNet - Андрей Гулин,2014-11-24T09:22:35.000Z,"Машинное обучение широко используется при построении современных информационных систем. В докладе был рассмотрен частный случай машинного обучения — задача бинарной классификации, методы ее решения и способы измерения качества результата. Докладчик рассказал о методе gradient boosted trees — пожалуй, лучшем методе бинарной классификации — и его варианте MatrixNet, используемом в Яндексе для задач классификации.",https://www.youtube.com/watch?v=wUZ9PLbHeyE
g1rUN08w-as,Компьютерные науки,The Use of Random Forest to Improve Molecular Docking Tools for Drug Design - Dr. Pedro J. Ballester,2015-10-23T10:43:57.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

Docking is a structure-based computational tool that can be used to
predict the strength with which a small ligand molecule binds to a macromolecular
target. Such binding affinity prediction is crucial to design
molecules that bind more tightly to a target and thus are more likely to
provide the most efficacious modulation of its biochemical function.
Despite intense research over the years, improving this type of predictive
accuracy has proven to be a very challenging task for any class of method.

New scoring functions based on non-parametric machine-learning regression
models, which are able to exploit effectively much larger volumes of
experimental data and circumvent the need for a predetermined functional
form, have become the most accurate to predict binding affinity of diverse
protein-ligand complexes. This talk will review work on the inception and
further development of RF- Score [1], which was the first machine-learning
scoring function to achieve a substantial improvement over classical
scoring functions at binding affinity prediction. RF-Score employs Random
Forest (RF) regression to relate a structural description of the complex
with its binding affinity. The talk will cover adequate benchmarking practices
[2], expert-based versus data-driven feature selection [3], further
improvements [4], how prediction is not only dictated by training set size
but also data representation and regression technique [6] and RF-Score
software availability (including a user-friendly docking webserver [5] and
a standalone executable for rescoring docked poses[6] ). Some work has
also been made on the application of RF-Score to the related problem of
virtual screening, e.g. a prospective virtual screening study [7]. This will
be briefly discussed and promising avenues for future work outlined.

1. Ballester, P. J. & Mitchell, J. B. O. A machine learning approach to
predicting protein-ligand binding affinity with applications to molecular
docking. Bioinformatics 26, 1169–1175 (2010).

2. Ballester, P. J. & Mitchell, J. B. O. Comments on “leave-cluster-out
cross-validation is appropriate for scoring functions derived from diverse
protein data sets”: significance for the validation of scoring functions.
J. Chem. Inf. Model. 51, 1739–1741 (2011).

3. Ballester, P. J., Schreyer, A. & Blundell, T. L. Does a More Precise
Chemical Description of Protein-Ligand Complexes Lead to More Accurate
Prediction of Binding Affinity? J. Chem. Inf. Model. 54, 944–955 (2014).

4. Li, H., Leung, K.-S., Wong, M.-H. & Ballester, P. J. Substituting random forest
for multiple linear regression improves binding affinity prediction of scoring
functions: Cyscore as a case study. BMC Bioinformatics 15, 291 (2014).

5. Li, H., Leung, K.-S., Ballester, P. J. & Wong, M.-H. istar: A Web Platform
for Large-Scale Protein-Ligand Docking. PLoS One 9, e85678 (2014).

6. Li, H., Leung, K.-S., Wong, M.-H. & Ballester, P. J. Improving AutoDock
Vina Using Random Forest: The Growing Accuracy of Binding Affinity Prediction
by the Effective Exploitation of Larger Data Sets. Mol. Inform. 34,
115–126 (2015).

7. Ballester, P. J. et al. Hierarchical virtual screening for the discovery of
new molecular scaffolds in antibacterial hit identification. J. R. Soc. Interface
9, 3196–3207 (2012).",https://www.youtube.com/watch?v=g1rUN08w-as
GRpIy33yFZE,Компьютерные науки,Faster Recurrent Neural Network Language Modeling Toolkit - Anton Bakhtin,2015-10-26T12:27:35.000Z,"Yandex School of Data Analysis Conference
Machine Learning: Prospects and Applications

https://yandexdataschool.com/conference

Language models help to distinguish between natural sentences and artificial ones. This property makes them an essential part of any machine translation or automatic speech recognition system. Recently, continuous space language models based on Recurrent Neural Networks (RNN) were shown to outperform other models in terms of various benchmark measures. At the same time, the training of such models is challenging. First, recurrent neural networks suffer from exploding and vanishing gradient problems. As a result, special training techniques must be used to learn longer temporal patterns. Besides, RNN outputs probability of the next word at each time stamp. Usually such probabilities are computed using softmax function in linear time of number of words. However, as real world vocabularies have more than several hundred thousands of words, efficient algorithms are required to approximate next word probability in logarithmic time or faster. Finally, modern datasets have billions of words. Thus availability of efficient implementation of the baseline algorithms is crucial for further experiments and research.

We introduce Faster RNNLM, a toolkit to train language models based on recurrent neural networks. It differs from other similar toolkits in the following main aspects. First, we use efficient methods to approximate next word probability, namely Hierarchical Softmax [5] and Noise Contrastive Estimation (NCE) [3]. As a result the toolkit could be used to train language models with huge vocabularies. Second, it supports modern hidden layer setups like Gated Recurrent Units [2] and Rectified Linear Units with diagonal initialization [1]. Finally, a Hogwild[4]-like technique is implemented to utilize several threads without significant negative impact on performance. As a result one can train a standard model for the One Billion Word Benchmark [6] with a sigmoid hidden layer of size 256 and NCE in a few hours and achieve perplexity of 127.7.

1. Le, Q. V., Jaitly, N., & Hinton, G. E. (2015). A Simple Way to Initialize Recurrent Networks of Rectified Linear Units. arXiv preprint arXiv:1504.00941.

2. Chung, J., Gulcehre, C., Cho, K., & Bengio, Y. (2014). Empirical evaluation of gated recurrent neural networks on sequence modeling. arXiv preprint arXiv:1412.3555.

3. Chen, X., Liu, X., Gales, M. J. F., & Woodland, P. C. (2015). Recurrent
neural network language model training with noise contrastive estimation for speech recognition.

4. Recht, B., Re, C., Wright, S., & Niu, F. (2011). Hogwild: A lock-free approach to parallelizing stochastic gradient descent. In Advances in Neural Information Processing Systems (pp. 693-701). Chicago.

5. Mikolov, T., Chen, K., Corrado, G., & Dean, J. (2013). Efficient estimation of word representations in vector space. arXiv preprint arXiv:1301.3781.

6. Chelba, C., Mikolov, T., Schuster, M., Ge, Q., Brants, T., Koehn, P., &
Robinson, T. (2013). One billion word benchmark for measuring progress in statistical language modeling. arXiv preprint arXiv:1312.3005.",https://www.youtube.com/watch?v=GRpIy33yFZE
MNm1pA3WWSE,Компьютерные науки,Perfect matchings and Hamiltonian cycles in the preferential attachment model - Pawel Pralat,2016-07-05T07:01:55.000Z,,https://www.youtube.com/watch?v=MNm1pA3WWSE
Diw01M5QVfo,Компьютерные науки,001. Станислав Семенов – Kaggle BNP Paribas,2016-06-15T16:58:14.000Z,,https://www.youtube.com/watch?v=Diw01M5QVfo
5QlZPnxcqIM,Компьютерные науки,010.  Нелинейная регрессия.  Многослойные нейронные сети -  К. В.  Воронцов,2014-11-05T18:48:05.000Z,"Курс ""Машинное обучение""",https://www.youtube.com/watch?v=5QlZPnxcqIM
ccMpN7ZihLo,Компьютерные науки,037. Городская полицентричность на основе точек притяжения — Егор Котов,2017-05-31T09:53:22.000Z,"В современном мегаполисе горожане массово ездят не только на работу — потоки пассажиров сосредоточены ещё и, например, на торгово-развлекательных центрах. Это своего рода «постиндустриальные» центры притяжения, которые формируют новый тип городской полицентричности.
На основе данных мобильных операторов мы исследуем, есть ли в городе места, которые притягивают больше не трудовых потоков, чем трудовых. Мы используем данные БТИ и Яндекса, чтобы исследовать посещения объектов инфраструктуры с не трудовыми целями и выявляем дополнительные факторы, влияющие на посещаемость центров притяжения, помимо собственно наличия там мест, которые можно посещать. 
Доклад читает Егор Котов, преподаватель Высшей школы урбанистики НИУ ВШЭ. 
Все материалы: https://events.yandex.ru/events/ds/20-may-2017/.",https://www.youtube.com/watch?v=ccMpN7ZihLo
0wgAZL9yV0I,Компьютерные науки,007. Наследование. Работа с вебом - Алексей Умнов,2016-10-12T12:58:02.000Z,,https://www.youtube.com/watch?v=0wgAZL9yV0I
1aXJpL1l8wQ,Компьютерные науки,001. Вступительное слово – Елена Бунина,2016-04-15T09:56:28.000Z,"Елена расскажет о том, когда, как и зачем возникла Школа анализа данных, что изменилось за восемь лет её работы, чему учили раньше и учат теперь.",https://www.youtube.com/watch?v=1aXJpL1l8wQ
VgYvqWd3hnU,Компьютерные науки,001. Вычислительные модели. Машины Тьюринга и арифметические алгоритмы - Н.К.Верещагин,2014-11-10T19:31:06.000Z,"Курс ""Сложность вычислений""",https://www.youtube.com/watch?v=VgYvqWd3hnU
